Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN06857,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Online,0,0,0,115,0,7/21/2018,Canceled
INN06858,2,0,0,3,Meal Plan 1,0,Room_Type 1,117,Online,0,0,0,114.3,0,7/7/2018,Canceled
INN06859,2,0,0,3,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,120,0,4/28/2018,Canceled
INN06860,2,0,1,2,Not Selected,0,Room_Type 1,36,Online,0,0,0,109,1,10/28/2018,Not_Canceled
INN06861,2,1,2,2,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,125.1,1,6/26/2018,Not_Canceled
INN06862,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130,0,6/15/2018,Canceled
INN06863,2,0,1,1,Meal Plan 2,0,Room_Type 4,131,Online,0,0,0,162,3,8/1/2018,Not_Canceled
INN06864,2,0,0,4,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,125.8,0,12/28/2018,Not_Canceled
INN06865,1,0,2,6,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,80.75,0,4/8/2018,Canceled
INN06866,2,0,2,3,Not Selected,0,Room_Type 1,90,Online,0,0,0,51.71,1,3/20/2018,Not_Canceled
INN06867,2,2,2,5,Meal Plan 2,0,Room_Type 6,71,Online,0,0,0,203.76,0,4/3/2018,Canceled
INN06868,1,0,0,4,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,114,2,9/8/2017,Not_Canceled
INN06869,1,0,0,3,Meal Plan 2,0,Room_Type 1,150,Online,0,0,0,70,0,6/16/2018,Canceled
INN06870,2,0,0,3,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,120,1,6/2/2018,Not_Canceled
INN06871,2,0,2,3,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,116,1,12/30/2018,Not_Canceled
INN06872,2,0,2,3,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,68,0,12/1/2018,Not_Canceled
INN06873,2,0,0,1,Meal Plan 1,0,Room_Type 4,30,Online,0,0,0,105.3,1,10/14/2017,Not_Canceled
INN06874,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Online,0,0,0,115,1,6/15/2018,Canceled
INN06875,2,0,1,0,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,108,1,12/12/2018,Not_Canceled
INN06876,2,0,0,2,Meal Plan 1,0,Room_Type 4,86,Online,0,0,0,104.4,1,10/28/2018,Not_Canceled
INN06877,2,0,1,0,Meal Plan 1,0,Room_Type 1,75,Online,0,0,0,72.25,2,11/15/2017,Not_Canceled
INN06878,2,0,0,3,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,106.8,1,3/17/2018,Canceled
INN06879,2,0,2,1,Meal Plan 1,0,Room_Type 4,44,Online,0,0,0,149.4,0,9/25/2018,Canceled
INN06880,2,0,0,2,Not Selected,0,Room_Type 1,6,Online,0,0,0,89,0,3/22/2018,Canceled
INN06881,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,87,0,9/18/2017,Not_Canceled
INN06882,2,0,0,3,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,133.33,2,6/21/2018,Not_Canceled
INN06883,2,0,0,3,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,60,0,3/23/2018,Not_Canceled
INN06884,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Online,0,0,0,115,1,10/14/2018,Canceled
INN06885,2,0,3,7,Not Selected,0,Room_Type 1,18,Online,0,0,0,77.2,0,1/29/2018,Not_Canceled
INN06886,2,0,1,2,Meal Plan 1,0,Room_Type 1,231,Online,0,0,0,78.3,2,12/2/2018,Canceled
INN06887,1,0,2,4,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,117,0,12/31/2017,Not_Canceled
INN06888,2,0,0,4,Meal Plan 1,0,Room_Type 1,232,Online,0,0,0,91.45,2,12/28/2018,Not_Canceled
INN06889,1,0,0,3,Meal Plan 1,0,Room_Type 1,221,Online,0,0,0,115.5,2,9/29/2018,Canceled
INN06890,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Online,0,0,0,61,0,2/28/2018,Canceled
INN06891,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120,0,6/14/2018,Not_Canceled
INN06892,2,0,1,4,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,145.98,1,9/26/2018,Not_Canceled
INN06893,2,0,1,2,Meal Plan 1,0,Room_Type 4,324,Online,0,0,0,87.3,0,11/21/2018,Canceled
INN06894,2,0,2,0,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,124,1,4/10/2018,Not_Canceled
INN06895,2,0,1,4,Meal Plan 1,0,Room_Type 1,83,Online,0,0,0,79.56,0,7/25/2018,Not_Canceled
INN06896,2,0,0,3,Meal Plan 1,0,Room_Type 4,73,Online,0,0,0,102.6,1,11/17/2018,Not_Canceled
INN06897,1,0,0,1,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,99.9,1,7/23/2018,Not_Canceled
INN06898,1,0,0,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,110.11,1,9/6/2018,Not_Canceled
INN06899,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,1,3,4,45,1,4/20/2018,Not_Canceled
INN06900,2,0,0,3,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,132.3,2,10/20/2018,Canceled
INN06901,2,0,2,2,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,139.28,0,9/3/2018,Canceled
INN06902,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,125,0,5/31/2018,Not_Canceled
INN06903,2,0,1,2,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,111.3,1,8/5/2018,Not_Canceled
INN06904,2,0,2,1,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,86.3,1,2/27/2018,Not_Canceled
INN06905,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,74.64,0,3/4/2018,Canceled
INN06906,2,0,2,1,Meal Plan 2,0,Room_Type 1,134,Online,0,0,0,124.2,0,11/13/2018,Canceled
INN06907,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,126.9,0,3/23/2018,Canceled
INN06908,2,0,2,1,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,84.3,2,2/6/2018,Not_Canceled
INN06909,2,0,0,1,Not Selected,0,Room_Type 1,160,Online,0,0,0,80.1,0,10/29/2018,Canceled
INN06910,1,0,0,2,Meal Plan 1,0,Room_Type 1,107,Offline,0,0,0,120,1,6/10/2018,Not_Canceled
INN06911,3,0,1,1,Meal Plan 1,0,Room_Type 4,168,Online,0,0,0,159.3,0,9/19/2018,Canceled
INN06912,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109,0,10/16/2017,Not_Canceled
INN06913,3,0,2,5,Meal Plan 1,0,Room_Type 4,152,Online,0,0,0,130.05,2,7/13/2018,Canceled
INN06914,2,0,0,1,Not Selected,0,Room_Type 1,30,Online,0,0,0,125.1,1,8/19/2018,Not_Canceled
INN06915,2,0,2,8,Meal Plan 1,0,Room_Type 1,200,Online,0,0,0,129.54,0,9/20/2018,Canceled
INN06916,2,1,2,1,Meal Plan 1,1,Room_Type 4,15,Online,0,0,0,168,2,6/19/2018,Not_Canceled
INN06917,2,0,1,1,Not Selected,0,Room_Type 1,23,Online,0,0,0,89,0,4/18/2018,Canceled
INN06918,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,Online,0,0,0,95,0,9/26/2018,Canceled
INN06919,2,2,0,2,Meal Plan 1,0,Room_Type 6,204,Online,0,0,0,180.9,1,10/7/2018,Canceled
INN06920,2,0,1,3,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,77.57,1,9/7/2017,Not_Canceled
INN06921,2,0,2,0,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,58,1,3/20/2018,Not_Canceled
INN06922,1,0,1,0,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,85,0,2/22/2018,Not_Canceled
INN06923,3,0,0,4,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,159.3,1,6/1/2018,Canceled
INN06924,2,0,1,2,Meal Plan 1,0,Room_Type 5,15,Corporate,0,0,0,97,0,2/5/2018,Not_Canceled
INN06925,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Online,0,0,0,115,1,10/14/2018,Canceled
INN06926,2,0,2,5,Meal Plan 1,0,Room_Type 1,116,Online,0,0,0,104.14,1,3/25/2018,Not_Canceled
INN06927,2,0,1,3,Not Selected,0,Room_Type 1,70,Online,0,0,0,89.25,0,4/14/2018,Canceled
INN06928,2,0,2,2,Meal Plan 1,0,Room_Type 1,143,Online,0,0,0,96.3,0,8/26/2018,Canceled
INN06929,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Aviation,0,0,0,95,0,10/25/2018,Not_Canceled
INN06930,2,0,6,15,Not Selected,0,Room_Type 1,17,Online,0,0,0,75.66,0,12/2/2018,Not_Canceled
INN06931,2,0,0,3,Meal Plan 2,0,Room_Type 1,150,Offline,0,0,0,90,1,6/16/2018,Not_Canceled
INN06932,2,0,0,1,Meal Plan 1,0,Room_Type 4,88,Online,0,0,0,131.4,2,8/19/2018,Not_Canceled
INN06933,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,0,0,0,70,0,12/29/2017,Not_Canceled
INN06934,2,0,0,3,Not Selected,0,Room_Type 1,66,Online,0,0,0,106.5,1,11/10/2018,Not_Canceled
INN06935,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,116.27,1,7/9/2018,Not_Canceled
INN06936,2,0,2,0,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,109.1,1,9/25/2018,Not_Canceled
INN06937,2,0,2,1,Meal Plan 1,0,Room_Type 4,82,Offline,0,0,0,60,1,12/19/2017,Not_Canceled
INN06938,1,0,0,1,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,75,0,10/13/2017,Not_Canceled
INN06939,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,97,1,3/17/2018,Not_Canceled
INN06940,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,82.9,1,1/10/2018,Not_Canceled
INN06941,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,Offline,0,0,0,76.67,0,9/4/2017,Not_Canceled
INN06942,1,0,1,3,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,143.28,0,11/7/2018,Not_Canceled
INN06943,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,90,2,8/8/2017,Not_Canceled
INN06944,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,0,0,0,70,0,12/29/2017,Not_Canceled
INN06945,2,0,2,4,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,106.25,1,3/19/2018,Not_Canceled
INN06946,2,0,2,5,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,96.88,0,9/10/2018,Not_Canceled
INN06947,2,0,0,3,Meal Plan 1,0,Room_Type 1,29,Offline,0,0,0,118,0,12/31/2017,Not_Canceled
INN06948,2,0,0,4,Not Selected,0,Room_Type 1,91,Offline,0,0,0,60.5,0,12/30/2017,Not_Canceled
INN06949,2,0,0,2,Not Selected,0,Room_Type 1,112,Online,0,0,0,65.83,1,4/8/2018,Not_Canceled
INN06950,2,0,2,2,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,85,0,11/27/2018,Canceled
INN06951,2,0,2,1,Meal Plan 1,0,Room_Type 4,131,Online,0,0,0,132.3,0,10/15/2018,Canceled
INN06952,2,0,1,1,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,105.3,1,4/4/2018,Not_Canceled
INN06953,2,0,1,1,Meal Plan 1,0,Room_Type 1,66,Offline,0,0,0,89.75,0,6/20/2018,Not_Canceled
INN06954,2,1,0,2,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,145,2,4/15/2018,Not_Canceled
INN06955,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Online,0,0,0,101.5,0,7/1/2017,Canceled
INN06956,3,0,2,3,Meal Plan 1,0,Room_Type 4,126,Online,0,0,0,130.05,2,7/23/2018,Not_Canceled
INN06957,3,0,0,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,179,1,6/14/2018,Not_Canceled
INN06958,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,109.65,0,10/13/2018,Not_Canceled
INN06959,2,0,0,3,Not Selected,1,Room_Type 1,3,Online,0,0,0,161.33,2,9/15/2018,Not_Canceled
INN06960,2,0,2,2,Not Selected,0,Room_Type 1,134,Online,0,0,0,109.65,1,6/5/2018,Not_Canceled
INN06961,2,0,2,0,Meal Plan 1,0,Room_Type 1,210,Online,0,0,0,96.3,2,7/31/2018,Canceled
INN06962,2,0,1,1,Not Selected,0,Room_Type 1,24,Online,0,0,0,79.2,0,6/13/2018,Not_Canceled
INN06963,1,0,2,5,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,88,2,8/8/2017,Not_Canceled
INN06964,2,0,2,2,Not Selected,0,Room_Type 1,4,Offline,0,0,0,61.5,2,12/26/2017,Not_Canceled
INN06965,3,0,0,2,Meal Plan 1,0,Room_Type 6,219,Online,0,0,0,152.99,1,8/30/2018,Canceled
INN06966,2,0,1,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,119.25,3,9/17/2017,Not_Canceled
INN06967,2,0,0,1,Meal Plan 1,1,Room_Type 4,21,Online,0,0,0,165,1,5/4/2018,Not_Canceled
INN06968,2,0,0,5,Meal Plan 1,0,Room_Type 4,128,Online,0,0,0,132.3,0,10/11/2018,Canceled
INN06969,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,80,0,4/20/2018,Not_Canceled
INN06970,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,89,0,5/9/2018,Not_Canceled
INN06971,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,Online,0,0,0,94.5,0,8/8/2017,Canceled
INN06972,2,0,0,4,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,64.67,1,11/16/2018,Not_Canceled
INN06973,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,Online,0,0,0,109,0,7/17/2017,Canceled
INN06974,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,120,0,6/12/2018,Canceled
INN06975,2,0,2,1,Meal Plan 1,0,Room_Type 1,197,Online,0,0,0,96.3,0,10/29/2018,Canceled
INN06976,2,0,2,3,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,127.94,1,11/5/2018,Canceled
INN06977,1,0,1,1,Meal Plan 1,1,Room_Type 1,17,Corporate,0,0,0,67,1,8/22/2018,Not_Canceled
INN06978,2,0,1,3,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,72.25,0,10/5/2017,Not_Canceled
INN06979,2,0,0,3,Meal Plan 1,0,Room_Type 1,87,Online,0,0,0,97.71,0,6/9/2018,Not_Canceled
INN06980,2,0,1,4,Not Selected,0,Room_Type 1,3,Online,0,0,0,92.6,1,3/7/2018,Canceled
INN06981,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,Corporate,0,0,0,94,0,7/7/2018,Not_Canceled
INN06982,1,0,0,2,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,100.8,3,11/4/2017,Not_Canceled
INN06983,3,0,0,2,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,163.8,1,9/23/2018,Not_Canceled
INN06984,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,124.2,0,3/20/2018,Not_Canceled
INN06985,2,0,2,5,Not Selected,0,Room_Type 1,102,Online,0,0,0,46.66,0,7/29/2017,Not_Canceled
INN06986,1,0,4,7,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,106,0,2/14/2018,Not_Canceled
INN06987,1,0,0,2,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,139,1,10/5/2018,Not_Canceled
INN06988,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,65,0,4/29/2018,Not_Canceled
INN06989,2,0,2,2,Not Selected,0,Room_Type 1,87,Online,0,0,0,80.75,2,4/9/2018,Not_Canceled
INN06990,2,0,0,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,113.33,2,10/1/2017,Not_Canceled
INN06991,2,0,2,1,Meal Plan 1,0,Room_Type 1,65,Offline,0,0,0,80.75,1,10/23/2018,Not_Canceled
INN06992,2,0,1,2,Meal Plan 1,0,Room_Type 1,158,Offline,0,0,0,70,0,3/25/2018,Not_Canceled
INN06993,2,2,2,3,Meal Plan 1,0,Room_Type 2,252,Online,0,0,0,163.63,1,8/14/2018,Canceled
INN06994,1,0,1,2,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,102.15,0,5/30/2018,Canceled
INN06995,2,1,1,3,Meal Plan 1,0,Room_Type 4,230,Online,0,0,0,72.75,1,8/29/2018,Not_Canceled
INN06996,2,0,0,1,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,58,0,1/5/2018,Not_Canceled
INN06997,2,0,2,3,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,95,1,10/9/2018,Not_Canceled
INN06998,2,0,0,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,101.52,0,9/21/2018,Not_Canceled
INN06999,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Online,0,0,0,101.5,0,10/16/2017,Canceled
INN07000,2,2,0,3,Meal Plan 1,0,Room_Type 6,199,Online,0,0,0,168.3,1,7/26/2018,Canceled
INN07001,2,0,2,2,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,151,2,8/7/2018,Not_Canceled
INN07002,2,0,0,3,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,142.67,1,12/30/2017,Not_Canceled
INN07003,2,0,1,2,Meal Plan 1,0,Room_Type 1,40,Offline,0,0,0,85.5,0,6/27/2018,Not_Canceled
INN07004,1,0,0,1,Meal Plan 1,0,Room_Type 1,84,Corporate,1,3,14,65,0,9/7/2018,Not_Canceled
INN07005,2,0,2,4,Meal Plan 2,0,Room_Type 1,327,Offline,0,0,0,88,0,9/9/2017,Not_Canceled
INN07006,1,0,0,3,Not Selected,0,Room_Type 1,21,Online,0,0,0,83.2,0,10/25/2018,Canceled
INN07007,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,Offline,0,0,0,87,0,7/17/2017,Not_Canceled
INN07008,2,0,1,3,Meal Plan 1,0,Room_Type 1,260,Online,0,0,0,73.95,0,12/26/2018,Canceled
INN07009,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,2,1,3/23/2018,Not_Canceled
INN07010,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,Online,0,0,0,108,0,10/16/2017,Canceled
INN07011,2,1,1,3,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,121.5,2,4/11/2018,Not_Canceled
INN07012,3,0,0,1,Meal Plan 1,0,Room_Type 4,41,Online,0,0,0,142.2,2,9/1/2018,Not_Canceled
INN07013,2,1,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,167,1,7/1/2018,Not_Canceled
INN07014,2,0,2,1,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,112,0,12/27/2017,Not_Canceled
INN07015,2,0,2,1,Not Selected,0,Room_Type 1,38,Online,0,0,0,67.5,0,2/13/2018,Canceled
INN07016,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,65,1,10/12/2017,Not_Canceled
INN07017,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,116,0,9/4/2017,Not_Canceled
INN07018,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104,0,4/6/2018,Not_Canceled
INN07019,2,0,2,3,Meal Plan 1,0,Room_Type 2,285,Online,0,0,0,81.81,0,10/16/2018,Canceled
INN07020,1,0,1,1,Not Selected,0,Room_Type 1,62,Online,0,0,0,143.2,0,11/7/2018,Not_Canceled
INN07021,2,0,2,0,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,152.84,1,9/20/2017,Not_Canceled
INN07022,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Complementary,0,0,0,0,0,5/31/2018,Not_Canceled
INN07023,2,0,0,3,Meal Plan 2,0,Room_Type 1,71,Offline,0,0,0,126,1,5/10/2018,Not_Canceled
INN07024,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,95,0,7/20/2018,Not_Canceled
INN07025,2,0,1,1,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,135.9,1,9/19/2018,Not_Canceled
INN07026,2,0,2,1,Not Selected,0,Room_Type 1,71,Online,0,0,0,55.8,0,7/5/2017,Canceled
INN07027,3,0,1,1,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,150.3,2,8/8/2018,Not_Canceled
INN07028,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,Corporate,1,0,3,65,0,12/10/2017,Not_Canceled
INN07029,2,0,0,4,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,85.85,0,3/29/2018,Not_Canceled
INN07030,3,0,2,2,Meal Plan 1,0,Room_Type 5,3,Online,0,0,0,110.5,1,12/24/2018,Not_Canceled
INN07031,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,164.5,1,9/15/2017,Not_Canceled
INN07032,2,0,4,6,Not Selected,0,Room_Type 1,46,Online,0,0,0,74.8,1,12/18/2018,Not_Canceled
INN07033,2,0,2,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,130,2,8/28/2018,Not_Canceled
INN07034,2,0,2,3,Meal Plan 1,0,Room_Type 1,212,Online,0,0,0,78,0,5/20/2018,Canceled
INN07035,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110,0,6/6/2018,Not_Canceled
INN07036,2,0,1,1,Meal Plan 2,0,Room_Type 1,7,Offline,0,0,0,56,2,5/21/2018,Not_Canceled
INN07037,2,0,2,1,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,123,0,10/18/2017,Not_Canceled
INN07038,3,0,2,2,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,119,1,12/2/2018,Not_Canceled
INN07039,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,130,1,8/20/2018,Not_Canceled
INN07040,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,Online,0,0,0,0,0,12/10/2017,Not_Canceled
INN07041,2,0,1,2,Meal Plan 1,0,Room_Type 4,56,Offline,0,0,0,60,1,11/6/2017,Not_Canceled
INN07042,2,0,0,1,Not Selected,0,Room_Type 1,143,Online,0,0,0,103.5,1,8/13/2018,Not_Canceled
INN07043,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,Offline,0,0,0,65,0,9/29/2017,Not_Canceled
INN07044,2,0,1,3,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,125.8,2,12/29/2018,Not_Canceled
INN07045,2,1,2,4,Meal Plan 1,0,Room_Type 1,149,Online,0,0,0,119,1,8/3/2018,Not_Canceled
INN07046,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,Offline,0,0,0,80.75,2,9/3/2018,Not_Canceled
INN07047,2,0,2,2,Not Selected,0,Room_Type 1,228,Online,0,0,0,90.1,1,9/10/2018,Not_Canceled
INN07048,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,120.9,2,11/10/2018,Not_Canceled
INN07049,1,0,1,2,Meal Plan 1,0,Room_Type 7,15,Corporate,0,0,0,100,0,2/5/2018,Not_Canceled
INN07050,1,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,127,0,6/30/2018,Not_Canceled
INN07051,2,0,2,2,Meal Plan 1,0,Room_Type 1,244,Online,0,0,0,90.95,2,10/22/2018,Not_Canceled
INN07052,2,0,2,3,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,103.15,1,9/13/2017,Not_Canceled
INN07053,2,0,2,1,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,177.62,1,10/9/2018,Not_Canceled
INN07054,2,0,2,2,Meal Plan 2,0,Room_Type 1,21,Online,0,0,0,156.5,1,6/12/2018,Not_Canceled
INN07055,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,79,0,2/6/2018,Not_Canceled
INN07056,2,0,0,4,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,93.6,3,11/1/2018,Not_Canceled
INN07057,1,0,2,1,Meal Plan 2,0,Room_Type 1,124,Offline,0,0,0,36.25,0,8/8/2017,Not_Canceled
INN07058,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,142,1,9/9/2017,Canceled
INN07059,2,0,2,1,Meal Plan 1,0,Room_Type 1,108,Online,0,0,0,77.03,1,4/30/2018,Not_Canceled
INN07060,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Online,0,0,0,61,0,2/28/2018,Canceled
INN07061,3,0,1,5,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,132.88,0,7/26/2018,Canceled
INN07062,1,0,1,1,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,120,1,10/24/2017,Not_Canceled
INN07063,2,1,2,6,Meal Plan 1,0,Room_Type 1,185,Online,0,0,0,114.75,1,8/2/2018,Canceled
INN07064,1,0,1,0,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,89.1,0,10/30/2018,Canceled
INN07065,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,76,0,11/5/2017,Not_Canceled
INN07066,1,0,1,2,Meal Plan 1,0,Room_Type 5,262,Corporate,0,0,0,106,0,11/14/2018,Canceled
INN07067,3,0,0,2,Meal Plan 1,0,Room_Type 4,173,Online,0,0,0,122.4,0,12/16/2018,Not_Canceled
INN07068,3,0,1,2,Meal Plan 1,0,Room_Type 1,16,Offline,0,0,0,118,1,2/19/2018,Not_Canceled
INN07069,2,0,0,1,Not Selected,0,Room_Type 1,3,Online,0,0,0,139,1,7/9/2018,Not_Canceled
INN07070,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,85,0,4/15/2018,Canceled
INN07071,2,0,2,4,Meal Plan 1,0,Room_Type 1,83,Online,0,0,0,61.41,0,3/20/2018,Not_Canceled
INN07072,1,0,0,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,0,0,6/3/2018,Not_Canceled
INN07073,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Online,0,0,0,115,1,8/18/2018,Canceled
INN07074,3,0,0,4,Meal Plan 1,0,Room_Type 4,86,Online,0,0,0,123.3,1,10/25/2018,Not_Canceled
INN07075,2,0,0,2,Meal Plan 1,0,Room_Type 4,9,Corporate,0,0,0,99,0,9/29/2018,Not_Canceled
INN07076,2,0,1,2,Meal Plan 1,0,Room_Type 4,23,Online,0,0,0,124.67,5,11/11/2018,Not_Canceled
INN07077,2,0,0,3,Meal Plan 1,0,Room_Type 4,87,Online,0,0,0,104.4,0,10/26/2018,Canceled
INN07078,2,0,2,3,Meal Plan 1,0,Room_Type 4,125,Online,0,0,0,128.69,1,6/17/2018,Not_Canceled
INN07079,2,0,0,1,Not Selected,0,Room_Type 1,33,Online,0,0,0,126,1,10/6/2018,Not_Canceled
INN07080,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110,0,11/1/2018,Canceled
